"[23, 26, 30, 30, 31, 31, 39, 39, 39, 39, 43, 43, 44, 48, 55, 74, 113]" "[26, 35, 39, 48, 71, 74, 74, 74, 74, 108, 124]" "[59, 92, 113, 113, 113, 122, 135]"
"[23, 35, 39, 48, 74, 74, 74, 74, 74, 108, 124]" "[26, 26, 30, 30, 31, 31, 39, 39, 39, 39, 43, 43, 44, 48, 55, 71, 113]" "[59, 92, 113, 113, 113, 122, 135]"
"[23, 26, 26, 30, 30, 31, 31, 39, 39, 39, 39, 43, 43, 55, 71, 74, 108]" "[35, 39, 44, 48, 48, 74, 74, 74, 74, 113, 124]" "[59, 92, 113, 113, 113, 122, 135]"
"[23, 26, 30, 30, 31, 31, 39, 39, 39, 39, 43, 44, 48, 48, 55, 74, 108]" "[26, 35, 39, 43, 71, 74, 74, 74, 74, 113, 124]" "[59, 92, 113, 113, 113, 122, 135]"
"[23, 35, 39, 43, 74, 74, 74, 74, 74, 113, 124]" "[26, 26, 30, 30, 31, 31, 39, 39, 39, 39, 43, 44, 48, 48, 55, 71, 108]" "[59, 92, 113, 113, 113, 122, 135]"
"[23, 39, 44, 48, 48, 55, 71, 74, 108, 113, 124]" "[26, 26, 30, 30, 31, 31, 35, 39, 39, 39, 39, 43, 43, 74, 74, 74, 74]" "[59, 92, 113, 113, 113, 122, 135]"
"[23, 26, 26, 30, 30, 31, 31, 35, 39, 39, 43, 43, 55, 74, 74, 74, 74]" "[39, 39, 39, 44, 48, 48, 71, 74, 108, 113, 124]" "[59, 92, 113, 113, 113, 122, 135]"
"[23, 30, 30, 31, 31, 35, 39, 39, 39, 39, 43, 43, 48, 55, 74, 74, 74]" "[26, 26, 39, 44, 48, 71, 74, 74, 108, 113, 124]" "[59, 92, 113, 113, 113, 122, 135]"
"[23, 26, 39, 44, 48, 74, 74, 74, 108, 113, 124]" "[26, 30, 30, 31, 31, 35, 39, 39, 39, 39, 43, 43, 48, 55, 71, 74, 74]" "[59, 92, 113, 113, 113, 122, 135]"
"[23, 26, 30, 30, 31, 31, 35, 39, 39, 39, 39, 44, 48, 71, 74, 74, 74]" "[26, 39, 43, 43, 48, 55, 74, 74, 108, 113, 124]" "[59, 92, 113, 113, 113, 122, 135]"
"[23, 26, 26, 30, 30, 31, 31, 35, 39, 39, 39, 39, 43, 44, 74, 74, 124]" "[39, 43, 48, 48, 55, 71, 74, 74, 74, 108, 113]" "[59, 92, 113, 113, 113, 122, 135]"
"[23, 26, 30, 30, 31, 31, 35, 39, 39, 39, 39, 43, 44, 48, 55, 71, 124]" "[26, 39, 43, 48, 74, 74, 74, 74, 74, 108, 113]" "[59, 92, 113, 113, 113, 122, 135]"
